GratingPhaseAmplitude,"(1430,800)","(1430,900)","(1430,1000)","(1430,1100)","(1430,1200)","(1430,1300)","(1430,1400)","(1430,1500)","(1430,1600)","(1430,1700)","(1430,1800)","(1430,1900)","(1430,2000)"
0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.177777777777778,0,0,0,0,0,0,0,0,0,0,0
6,0,0.177777777777778,0.177777777777778,0,0.355555555555556,0,0.177777777777778,0,0.533333333333333,0,0.355555555555556,0.355555555555556,0
8,0.177777777777778,0,1.06666666666667,0.533333333333333,0.177777777777778,1.77777777777778,0.711111111111111,0.355555555555556,0.533333333333333,0.355555555555556,0.533333333333333,0,0
10,0,0,1.95555555555556,0.888888888888889,1.77777777777778,2.66666666666667,1.24444444444444,0.355555555555556,0.888888888888889,0,0.355555555555556,0,0
12,0,0.355555555555556,1.24444444444444,0,1.24444444444444,1.24444444444444,1.06666666666667,0.177777777777778,0.533333333333333,0.177777777777778,0.177777777777778,0,0
14,0.177777777777778,0,0.177777777777778,0.533333333333333,1.6,2.48888888888889,0.711111111111111,0.533333333333333,0.355555555555556,0,0.177777777777778,0,0
16,1.6,3.73333333333333,9.77777777777778,7.28888888888889,15.4666666666667,15.6444444444444,8.17777777777778,7.64444444444445,4.97777777777778,3.02222222222222,0.533333333333333,0.355555555555556,0
18,1.42222222222222,1.6,12.8,9.6,17.7777777777778,26.4888888888889,9.6,5.86666666666667,3.37777777777778,1.95555555555556,0.533333333333333,0,0.177777777777778
20,8.35555555555556,12.2666666666667,120.355555555556,95.6444444444445,128.177777777778,132.8,104.177777777778,71.6444444444444,47.1111111111111,12.4444444444444,3.02222222222222,1.42222222222222,0.888888888888889
22,7.82222222222222,14.4,125.511111111111,98.4888888888889,130.488888888889,139.911111111111,115.022222222222,86.7555555555556,56.1777777777778,11.2,3.02222222222222,1.42222222222222,0.355555555555556
24,4.44444444444445,33.6,89.6,83.0222222222223,97.2444444444445,91.3777777777778,85.3333333333334,81.4222222222223,71.8222222222222,13.3333333333333,1.95555555555556,1.06666666666667,0.177777777777778
26,8.53333333333333,14.9333333333333,124.088888888889,101.333333333333,124.266666666667,137.777777777778,131.022222222222,102.222222222222,92.4444444444445,9.77777777777778,5.68888888888889,1.6,1.06666666666667
28,11.0222222222222,45.3333333333333,151.466666666667,135.288888888889,165.333333333333,158.044444444444,148.088888888889,132.444444444444,117.866666666667,30.4,5.68888888888889,1.95555555555556,0.711111111111111
30,22.2222222222222,118.222222222222,206.755555555556,173.866666666667,241.422222222222,257.777777777778,203.2,166.4,155.555555555556,104.888888888889,13.5111111111111,5.33333333333333,1.95555555555556
32,59.3777777777778,97.4222222222223,185.6,173.688888888889,219.377777777778,204.444444444444,193.422222222222,169.955555555556,145.066666666667,89.7777777777778,29.5111111111111,4.08888888888889,3.2
